Oudenaarde|50.8432766|3.604179|31132
Langemark-Poelkapelle|50.9122567|2.9338635|7920
Ramillies|50.6366892|4.9148994|6394
Amay|50.5497761|5.3240992|14305
Opglabbeek|51.0429949|5.581962|10332
Houthalen-Helchteren|51.0281818|5.3713044|30623
Boussu|50.4331253|3.7960902|19856
Thimister-Clermont|50.6629874|5.8634486|5725
Hoeilaart|50.7674846|4.474407|11172
Zaventem|50.8804355|4.4745515|33806
Merchtem|50.9591981|4.2327769|16294
Estaimpuis|50.7059794|3.2640184|10424
Schilde|51.2388703|4.5814855|19585
Libramont-Chevigny|49.9197154|5.3823537|11186
Peer|51.10874|5.4491572|16406
Waregem|50.8868536|3.4323661|38125
Le Roeulx|50.5034034|4.112245|8617
Grimbergen|50.9357373|4.3643727|37355
Hannuit|50.6724649|5.0779916|16435
Zwevegem|50.7829639|3.375531|24619
Puurs|51.0719985|4.2861929|17452
Tellin|50.081019|5.216837|2468
Tielt (Tielt)|50.9999647|3.3414263|20422
Pepingen|50.7598483|4.1576993|4372
Denderleeuw|50.8872059|4.0712406|20086
Herzele|50.8848043|3.8935574|17723
Cerfontaine|50.1687764|4.4125932|4927
Ecaussinnes|50.5696129|4.1752492|11135
Maasmechelen|50.9635024|5.696445|38193
Saint-Léger (Virton)|49.61196|5.65688|3592
Ans|50.6624326|5.5190612|28238
Viroinval|50.0516361|4.6270287|5731
Spiere-Helkijn|50.7279919|3.3667739|2087
Kasterlee|51.2407915|4.967812|18600
Mettet|50.3212094|4.6584949|13037
Brakel|50.7979739|3.762778|14781
Ichtegem|51.0874274|3.0296222|13939
Laakdal|51.0802695|5.0073022|16020
Saint-Nicolas (Luik)|51.16509|4.1437|24251
Wetteren|50.9983603|3.8731041|25477
Sint-Agatha-Berchem|50.8639835|4.292702|24830
Doische|50.1357152|4.7458219|2951
Amel|50.3543055|6.1705559|5480
Fernelmont|50.548118|4.9746742|7923
Stoumont|50.4069504|5.80836|3104
Retie|51.2675862|5.0843883|11240
Gistel|51.1582502|2.9670811|12063
Dilsen-Stokkem|51.0284779|5.7311405|20454
Alken|50.8754731|5.3079873|11565
Anderlecht|50.8381411|4.3123401|118382
Maaseik|51.0947181|5.791733|25201
Rijkevorsel|51.3495046|4.760708|11932
Vosselaar|51.3129153|4.8878026|11159
Montigny-le-Tilleul|50.3791631|4.3796745|10136
Hove (Antwerpen)|51.1486117|4.477387|8115
Roeselare|50.9444948|3.124765|62301
Geel|51.1610826|4.9903187|39923
Riemst|50.8115825|5.5978716|16665
Steenokkerzeel|50.9093488|4.5110471|12090
Halle (Halle-Vilvoorde)|50.9281365|4.4329053|39096
Brussel|50.8465573|4.351697|179277
Sint-Martens-Latem|51.020971|3.6397549|8468
Zomergem|51.118399|3.5596004|8466
Neupré|50.5431751|5.4901079|9934
Geer|50.6684881|5.1710529|3430
Zedelgem|51.1389736|3.1395587|22635
Arendonk|51.3202315|5.0864557|13281
Vorst (Brussel-Hoofdstad)|50.8091426|4.3177512|56008
Ranst|51.1961732|4.5637564|18981
Lubbeek|50.8815702|4.8416048|14393
Eigenbrakel|50.6828722|4.3692706|39837
Geldenaken|50.7218206|4.8709616|14079
Westerlo|51.086694|4.9168675|24884
Terhulpen|50.7315053|4.4796542|7320
Horebeke|50.8348628|3.6920346|2048
Oosterzele|50.9456388|3.8032713|13546
Hoegaarden|50.7741896|4.8870343|6942
Sainte-Ode|50.0362888|5.5245094|2557
Awans|50.6669712|5.4620018|9353
Wommelgem|51.2031044|4.5238022|12893
Begijnendijk|51.0242207|4.7826422|10053
Court-Saint-Etienne|50.6443208|4.5685766|10500
Libin|49.9809464|5.2569017|5164
Zele|51.0683621|4.0385864|20976
Blankenberge|51.3165148|3.132256|20349
Vilvoorde|50.9281365|4.4329053|44015
Momignies|50.0286317|4.1649981|5309
Sivry-Rance|50.1640023|4.1899982|4833
Asse|50.9094333|4.2015646|32958
Ravels|51.3717045|4.9955625|14871
Staden|50.9704878|3.0013406|11376
Beernem|51.127744|3.3144733|15687
Pittem|50.9999647|3.262273|6752
Melle|51.00303|3.7988833|11574
Overpelt|51.2113458|5.422976|15478
Zoersel|51.2716725|4.7132557|21739
Baelen|50.6311898|5.9715011|4434
Eupen|50.6305665|6.0312717|19526
Celles (Doornik)|50.7125435|3.4571664|5665
Sint-Lambrechts-Woluwe|50.8466928|4.4284842|56303
Ieper|50.851808|2.8914775|34964
Sint-Pieters-Woluwe|50.8292429|4.4432967|41580
Chimay|50.0479266|4.3173338|9841
Boortmeerbeek|50.9815937|4.5729262|12379
Seneffe|50.5293247|4.2568013|11272
Theux|50.5258607|5.8198956|12025
Tienen|50.8084317|4.9464292|34675
Erezée|50.2930897|5.5597229|3228
Leuze-en-Hainaut|50.5988197|3.616727|13886
Gerpinnes|50.3378166|4.5276771|12660
Ham|51.1054908|5.1609815|10824
Halen|50.9384339|5.1073913|9461
Anderlues|50.4079969|4.2696102|12254
Meulebeke|50.9484788|3.2859606|10906
Hamois|50.3408694|5.1594475|7349
Hamoir|50.4253958|5.5328465|3872
Trois-Ponts|50.3727015|5.8704355|2570
Zoutleeuw|50.8415653|5.1186447|8498
Lendelede|50.8850661|3.2320135|5742
Waterloo|50.7173563|4.3978047|30174
La Louvière|50.479487|4.1852682|80637
Maarkedal|50.7973072|3.642779|6338
Tenneville|50.091248|5.5242133|2842
Rouvroy|49.539075|5.48971|2082
Genepiën|50.6108733|4.4510726|15353
Kortrijk|50.8276429|3.2659884|76265
Wijnegem|51.2270761|4.5225318|9711
Farciennes|50.4273228|4.553041|11247
Balen|50.6311898|5.9715011|22426
Châtelet|50.4046075|4.5243511|36101
Moerbeke (Gent)|51.1742698|3.9446436|6455
Glabbeek|50.8725203|4.9513009|5298
Gesves|50.4028535|5.0776175|7210
Kruibeke|51.1712275|4.3091107|16657
Koksijde|51.1091101|2.6353426|21957
Léglise|49.8003582|5.5381496|5366
Rixensart|50.7162313|4.5344504|22401
Sombreffe|50.5246589|4.6025925|8420
Lierde|50.815045|3.8249605|6567
Zelzate|51.2000036|3.8105002|12699
Erquelinnes|50.3102184|4.1241436|9940
Chiny|49.738581|5.3394252|5175
Ruiselede|51.062755|3.3789496|5387
Moorslede|50.8900656|3.0732076|11080
Charleroi|50.4120332|4.4436244|201816
Couvin|50.0524906|4.4955009|13782
Sint-Pieters-Leeuw|50.7800261|4.2443604|34038
Anthisnes|50.481662|5.5225261|4204
Fontaine-l’Evêque|50.4117794|4.3246322|17801
Profondeville|50.3776473|4.8694363|12204
Walcourt|50.2532022|4.4347509|18376
Sint-Amands|51.0463409|4.2107348|8480
Merksplas|51.3580597|4.8627541|8619
Moeskroen|50.7433351|3.2139093|58234
Attert|49.7514982|5.7872217|5537
Villers-la-Ville|50.579033|4.5324152|10713
Stavelot|50.3940846|5.9308362|7145
Houyet|50.1900646|5.0051364|4876
Lichtervelde|51.0303307|3.1422718|8793
Itter|50.6489476|4.2603549|6865
Stekene|51.2104744|4.0240413|18352
Bredene|51.2389049|2.9725769|17828
Grâce-Hollogne|50.644955|5.503152|22541
Nijlen|51.1611887|4.6709517|22813
Weismes|50.4149134|6.1117543|7429
Hélécine|50.7514034|4.9822395|3479
Dinant|50.2608166|4.91242|13544
Diepenbeek|50.9078485|5.4200307|19137
Jemeppe-sur-Sambre|50.4629958|4.6545986|19074
Izegem|50.9138223|3.2090654|27729
Damme|51.2553021|3.2920911|11008
Evere|50.8704524|4.4021602|41131
Büllingen|50.4075533|6.257827|5473
Bergen|50.4549568|3.951958|95299
Dessel|51.2395713|5.113243|9540
Lokeren|51.1042159|3.9911114|41438
Jette|50.8777634|4.3260903|52201
Quiévrain|50.4084818|3.6819263|6759
Mol|51.1840421|5.1155267|36544
Lobbes|50.3460194|4.2654874|5862
Waasmunster|51.1097147|4.0842158|10768
Berloz|50.6977331|5.2146261|3080
Hoogstraten|51.3988219|4.7628901|21333
Tongeren|50.7810151|5.4648131|31032
Fexhe-le-Haut-Clocher|50.6660818|5.3985197|3263
Chièvres|50.5879821|3.8056885|6899
Oud-Heverlee|50.8372525|4.6627129|11099
Gingelom|50.7500332|5.1332111|8391
Rumst|51.0792853|4.4240472|15114
Huldenberg|50.7950895|4.5828587|9892
Antwerpen|51.2211097|4.3997081|523248
Nieuwpoort|51.1441601|2.7283986|11565
Aubange|49.5675296|5.804352|16927
Bièvre|49.9411216|5.0168496|3307
Deinze|50.9840526|3.5274017|31085
Courcelles|50.4601576|4.3763406|31376
Bernissart|50.475502|3.6504677|11868
Wortegem-Petegem|50.845989|3.5329831|6440
Maldegem|51.2088871|3.4452214|23689
Hooglede|50.9821801|3.0687216|9950
Tubeke|50.69302|4.204696|25914
Houffalize|50.1323761|5.7886928|5222
Beauraing|50.1105211|4.9576144|9160
Heers|50.750995|5.3017509|7290
Sint-Niklaas (Sint-Niklaas)|51.1646685|4.1395124|76756
Herstappe|50.7273829|5.4260923|88
Kapellen (Antwerpen)|51.31377|4.43539|26771
Orp-Jauche|50.7001001|4.9889872|8856
Boom|51.0873789|4.3667216|17970
Komen-Waasten|50.7683055|3.0001175|18063
Genk|50.9654864|5.5001456|66110
Zonnebeke|50.8731885|2.9874678|12445
Nassogne|50.1294031|5.3455462|5474
Bornem|51.0909633|4.2389677|21186
Remicourt|50.6807151|5.3267174|5904
Bouillon|49.7949836|5.0672528|5353
Frasnes-lez-Anvaing|50.6808373|3.6235393|11740
Kontich|51.134377|4.4456359|21074
Lummen|51.0031325|5.202559|14762
Willebroek|51.0626964|4.3572325|26223
Bertem|50.8680644|4.6413477|9958
Hotton|50.2688011|5.4463304|5531
Bertrix|49.8546564|5.2529266|8763
Lier|51.131069|4.5696516|35712
Duffel|51.0957176|4.5061988|17385
Sint-Lievens-Houtem|50.9206903|3.8601373|10255
Messancy|49.5969055|5.8169286|8185
Elsene|50.8222854|4.3815707|86513
Alveringem|51.0119984|2.7105025|5089
Ottignies-Louvain-la-Neuve|50.6654216|4.5674107|31385
Oudergem|50.8156571|4.4331389|33740
Ukkel|50.8018201|4.3372348|82275
Oerle|50.7291681|5.3530675|3912
Kuurne|50.8600515|3.2736322|13318
Heuvelland|50.7676485|2.8457459|7862
Olen|51.1438611|4.8597257|12491
Bekkevoort|50.9439676|4.9744569|6274
Zwijndrecht|51.2306209|4.3188693|19002
Haaltert|50.9022532|4.0057717|18443
Herne|50.7248836|4.0281753|6643
Brunehaut|50.5175505|3.3873003|8105
Eghezée|50.5917416|4.9049523|16247
Aiseau-Presles|50.4065228|4.584081|10788
Kalmthout|51.3832723|4.4763255|18608
Sint-Laureins|51.2417048|3.5238418|6684
Lontzen|50.6804233|6.0073447|5695
Villers-Le-Bouillet|50.5750242|5.2619239|6503
Paliseul|49.9035269|5.1349041|5393
Leuven|50.879202|4.7011675|101396
Brasschaat|51.2930933|4.489307|37850
Ledegem|50.8689819|3.1176599|9716
’s Gravenbrakel|50.6123481|4.1425138|21649
Lanaken|50.8892784|5.6513208|25818
Lessen|50.7123036|3.8301131|18552
Kelmis|50.7154957|6.013341|11061
Wasseiges|50.6210088|5.006907|2962
Jalhay|50.5592528|5.9647526|8590
Namen|50.4665284|4.8661892|110939
Zottegem|50.8690917|3.815546|26373
Braives|50.6300711|5.1435257|6325
De Panne|51.0943777|2.5806697|11129
Doornik|50.60566|3.3878259|69554
Diksmuide|51.0333408|2.8647185|16739
Froidchapelle|50.1511597|4.3269129|3953
Sint-Gillis-Waas|51.2180687|4.1233014|19273
Dilbeek|50.8480711|4.2662591|42434
Kinrooi|51.1431332|5.7414565|12233
Gent|51.0538286|3.7250121|260341
