"GRD_FIXID","GRD_FLOAID","GRD_NEWID","SHAPE_Leng","SHAPE_Area","TOT_P","TOT_F","TOT_M"
"4.0.38080000.31370000","3808.3137.4","1kmN3137E3808",4000,1000000,419,216,203
"4.0.38080000.31380000","3808.3138.4","1kmN3138E3808",4000,1000000,533,269,264
"4.0.38080000.31390000","3808.3139.4","1kmN3139E3808","3468,36091503","703746,543419",404,200,204
"4.0.38090000.30990000","3809.3099.4","1kmN3099E3809","3071,27501595","533880,684456",28,15,13
"4.0.38090000.31000000","3809.3100.4","1kmN3100E3809","3927,14203231","992301,918944",20,5,15
"4.0.38090000.31010000","3809.3101.4","1kmN3101E3809",4000,1000000,23,7,16
"4.0.38090000.31020000","3809.3102.4","1kmN3102E3809",4000,1000000,18,7,11
"4.0.38090000.31030000","3809.3103.4","1kmN3103E3809",4000,1000000,27,13,14
"4.0.38090000.31040000","3809.3104.4","1kmN3104E3809",4000,1000000,81,41,40
"4.0.38090000.31050000","3809.3105.4","1kmN3105E3809",4000,1000000,19,8,11
"4.0.38090000.31060000","3809.3106.4","1kmN3106E3809",4000,1000000,248,121,127
"4.0.38090000.31070000","3809.3107.4","1kmN3107E3809",4000,1000000,2783,1416,1367
"4.0.38090000.31080000","3809.3108.4","1kmN3108E3809",4000,1000000,2922,1538,1384
"4.0.38090000.31090000","3809.3109.4","1kmN3109E3809",4000,1000000,281,136,145
"4.0.38090000.31100000","3809.3110.4","1kmN3110E3809",4000,1000000,46,24,22
"4.0.38090000.31110000","3809.3111.4","1kmN3111E3809",4000,1000000,33,13,20
"4.0.38090000.31120000","3809.3112.4","1kmN3112E3809",4000,1000000,52,13,39
"4.0.38090000.31130000","3809.3113.4","1kmN3113E3809",4000,1000000,47,27,20
"4.0.38090000.31140000","3809.3114.4","1kmN3114E3809",4000,1000000,56,29,27
"4.0.38090000.31150000","3809.3115.4","1kmN3115E3809",4000,1000000,64,27,37
"4.0.38090000.31160000","3809.3116.4","1kmN3116E3809",4000,1000000,68,25,43
"4.0.38090000.31170000","3809.3117.4","1kmN3117E3809",4000,1000000,2,1,1
"4.0.38090000.31180000","3809.3118.4","1kmN3118E3809",4000,1000000,8,1,7
"4.0.38090000.31190000","3809.3119.4","1kmN3119E3809",4000,1000000,22,10,12
"4.0.38090000.31200000","3809.3120.4","1kmN3120E3809",4000,1000000,72,43,29
"4.0.38090000.31210000","3809.3121.4","1kmN3121E3809",4000,1000000,48,24,24
"4.0.38090000.31220000","3809.3122.4","1kmN3122E3809",4000,1000000,26,10,16
"4.0.38090000.31230000","3809.3123.4","1kmN3123E3809",4000,1000000,40,21,19
"4.0.38090000.31240000","3809.3124.4","1kmN3124E3809",4000,1000000,28,12,16
"4.0.38090000.31250000","3809.3125.4","1kmN3125E3809",4000,1000000,38,16,22
"4.0.38090000.31260000","3809.3126.4","1kmN3126E3809",4000,1000000,15,8,7
"4.0.38090000.31270000","3809.3127.4","1kmN3127E3809",4000,1000000,21,10,11
"4.0.38090000.31280000","3809.3128.4","1kmN3128E3809",4000,1000000,8,4,4
"4.0.38090000.31290000","3809.3129.4","1kmN3129E3809",4000,1000000,10,5,5
"4.0.38090000.31300000","3809.3130.4","1kmN3130E3809",4000,1000000,202,100,102
"4.0.38090000.31310000","3809.3131.4","1kmN3131E3809",4000,1000000,34,17,17
"4.0.38090000.31320000","3809.3132.4","1kmN3132E3809",4000,1000000,485,249,236
"4.0.38090000.31330000","3809.3133.4","1kmN3133E3809",4000,1000000,34,15,19
"4.0.38090000.31340000","3809.3134.4","1kmN3134E3809",4000,1000000,31,16,15
"4.0.38090000.31350000","3809.3135.4","1kmN3135E3809",4000,1000000,76,37,39
"4.0.38090000.31360000","3809.3136.4","1kmN3136E3809",4000,1000000,209,109,100
"4.0.38090000.31370000","3809.3137.4","1kmN3137E3809",4000,1000000,1484,761,723
"4.0.38090000.31380000","3809.3138.4","1kmN3138E3809",4000,1000000,1517,781,736
"4.0.38090000.31390000","3809.3139.4","1kmN3139E3809","3889,25800396","971715,86841",1042,524,518
"4.0.38090000.31400000","3809.3140.4","1kmN3140E3809","1420,37940428","66098,1831315",0,0,0
"4.0.38100000.30960000","3810.3096.4","1kmN3096E3810","1455,85123984","81153,0241275",0,0,0
"4.0.38100000.30970000","3810.3097.4","1kmN3097E3810","2928,13797054","518650,957621",5,3,2
"4.0.38100000.30980000","3810.3098.4","1kmN3098E3810","3354,06765765","470425,757843",0,0,0
"4.0.38100000.30990000","3810.3099.4","1kmN3099E3810","3864,58760778","969466,313046",31,14,17
"4.0.38100000.31000000","3810.3100.4","1kmN3100E3810",4000,1000000,95,45,50
"4.0.38100000.31010000","3810.3101.4","1kmN3101E3810",4000,1000000,596,301,295
"4.0.38100000.31020000","3810.3102.4","1kmN3102E3810",4000,1000000,124,60,64
"4.0.38100000.31030000","3810.3103.4","1kmN3103E3810",4000,1000000,54,29,25
"4.0.38100000.31040000","3810.3104.4","1kmN3104E3810",4000,1000000,22,14,8
"4.0.38100000.31050000","3810.3105.4","1kmN3105E3810",4000,1000000,69,36,33
"4.0.38100000.31060000","3810.3106.4","1kmN3106E3810",4000,1000000,151,81,70
"4.0.38100000.31070000","3810.3107.4","1kmN3107E3810",4000,1000000,2004,1045,959
"4.0.38100000.31080000","3810.3108.4","1kmN3108E3810",4000,1000000,1612,882,730
"4.0.38100000.31090000","3810.3109.4","1kmN3109E3810",4000,1000000,150,72,78
"4.0.38100000.31100000","3810.3110.4","1kmN3110E3810",4000,1000000,30,15,15
"4.0.38100000.31110000","3810.3111.4","1kmN3111E3810",4000,1000000,32,19,13
"4.0.38100000.31120000","3810.3112.4","1kmN3112E3810",4000,1000000,55,22,33
"4.0.38100000.31130000","3810.3113.4","1kmN3113E3810",4000,1000000,62,27,35
"4.0.38100000.31140000","3810.3114.4","1kmN3114E3810",4000,1000000,23,11,12
"4.0.38100000.31150000","3810.3115.4","1kmN3115E3810",4000,1000000,256,132,124
"4.0.38100000.31160000","3810.3116.4","1kmN3116E3810",4000,1000000,154,80,74
"4.0.38100000.31170000","3810.3117.4","1kmN3117E3810",4000,1000000,12,6,6
"4.0.38100000.31180000","3810.3118.4","1kmN3118E3810",4000,1000000,69,30,39
"4.0.38100000.31190000","3810.3119.4","1kmN3119E3810",4000,1000000,35,16,19
"4.0.38100000.31200000","3810.3120.4","1kmN3120E3810",4000,1000000,12,4,8
"4.0.38100000.31210000","3810.3121.4","1kmN3121E3810",4000,1000000,24,11,13
"4.0.38100000.31220000","3810.3122.4","1kmN3122E3810",4000,1000000,14,8,6
"4.0.38100000.31230000","3810.3123.4","1kmN3123E3810",4000,1000000,21,12,9
"4.0.38100000.31240000","3810.3124.4","1kmN3124E3810",4000,1000000,60,31,29
"4.0.38100000.31250000","3810.3125.4","1kmN3125E3810",4000,1000000,906,443,463
"4.0.38100000.31260000","3810.3126.4","1kmN3126E3810",4000,1000000,55,30,25
"4.0.38100000.31270000","3810.3127.4","1kmN3127E3810",4000,1000000,10,5,5
"4.0.38100000.31280000","3810.3128.4","1kmN3128E3810",4000,1000000,11,7,4
"4.0.38100000.31290000","3810.3129.4","1kmN3129E3810",4000,1000000,21,9,12
"4.0.38100000.31300000","3810.3130.4","1kmN3130E3810",4000,1000000,14,8,6
"4.0.38100000.31310000","3810.3131.4","1kmN3131E3810",4000,1000000,6,3,3
"4.0.38100000.31320000","3810.3132.4","1kmN3132E3810",4000,1000000,20,11,9
"4.0.38100000.31330000","3810.3133.4","1kmN3133E3810",4000,1000000,3,1,2
"4.0.38100000.31340000","3810.3134.4","1kmN3134E3810",4000,1000000,18,9,9
"4.0.38100000.31350000","3810.3135.4","1kmN3135E3810",4000,1000000,289,132,157
"4.0.38100000.31360000","3810.3136.4","1kmN3136E3810",4000,1000000,59,30,29
"4.0.38100000.31370000","3810.3137.4","1kmN3137E3810",4000,1000000,823,422,401
"4.0.38100000.31380000","3810.3138.4","1kmN3138E3810",4000,1000000,758,381,377
"4.0.38100000.31390000","3810.3139.4","1kmN3139E3810",4000,1000000,252,127,125
"4.0.38100000.31400000","3810.3140.4","1kmN3140E3810","3029,46099441","466880,899999",0,0,0
"4.0.38110000.30940000","3811.3094.4","1kmN3094E3811","139,279798509","603,643250762",0,0,0
"4.0.38110000.30950000","3811.3095.4","1kmN3095E3811","2130,00670046","72597,211616",0,0,0
"4.0.38110000.30960000","3811.3096.4","1kmN3096E3811","3747,62998165","864551,287645",12,4,8
"4.0.38110000.30970000","3811.3097.4","1kmN3097E3811",4000,1000000,15,5,10
"4.0.38110000.30980000","3811.3098.4","1kmN3098E3811",4000,1000000,20,10,10
"4.0.38110000.30990000","3811.3099.4","1kmN3099E3811",4000,1000000,87,38,49
"4.0.38110000.31000000","3811.3100.4","1kmN3100E3811",4000,1000000,78,32,46
"4.0.38110000.31010000","3811.3101.4","1kmN3101E3811",4000,1000000,36,16,20
"4.0.38110000.31020000","3811.3102.4","1kmN3102E3811",4000,1000000,23,10,13
"4.0.38110000.31030000","3811.3103.4","1kmN3103E3811",4000,1000000,419,204,215
"4.0.38110000.31040000","3811.3104.4","1kmN3104E3811",4000,1000000,126,63,63
"4.0.38110000.31050000","3811.3105.4","1kmN3105E3811",4000,1000000,46,20,26
"4.0.38110000.31060000","3811.3106.4","1kmN3106E3811",4000,1000000,44,22,22
"4.0.38110000.31070000","3811.3107.4","1kmN3107E3811",4000,1000000,162,79,83
"4.0.38110000.31080000","3811.3108.4","1kmN3108E3811",4000,1000000,28,14,14
"4.0.38110000.31090000","3811.3109.4","1kmN3109E3811",4000,1000000,22,12,10
"4.0.38110000.31100000","3811.3110.4","1kmN3110E3811",4000,1000000,41,18,23
"4.0.38110000.31110000","3811.3111.4","1kmN3111E3811",4000,1000000,28,11,17
"4.0.38110000.31120000","3811.3112.4","1kmN3112E3811",4000,1000000,68,33,35
"4.0.38110000.31130000","3811.3113.4","1kmN3113E3811",4000,1000000,40,18,22
"4.0.38110000.31140000","3811.3114.4","1kmN3114E3811",4000,1000000,62,32,30
"4.0.38110000.31150000","3811.3115.4","1kmN3115E3811",4000,1000000,53,26,27
"4.0.38110000.31160000","3811.3116.4","1kmN3116E3811",4000,1000000,721,385,336
"4.0.38110000.31170000","3811.3117.4","1kmN3117E3811",4000,1000000,17,11,6
"4.0.38110000.31180000","3811.3118.4","1kmN3118E3811",4000,1000000,3,1,2
"4.0.38110000.31190000","3811.3119.4","1kmN3119E3811",4000,1000000,28,14,14
"4.0.38110000.31200000","3811.3120.4","1kmN3120E3811",4000,1000000,299,146,153
"4.0.38110000.31210000","3811.3121.4","1kmN3121E3811",4000,1000000,71,33,38
"4.0.38110000.31220000","3811.3122.4","1kmN3122E3811",4000,1000000,32,12,20
"4.0.38110000.31230000","3811.3123.4","1kmN3123E3811",4000,1000000,22,10,12
"4.0.38110000.31240000","3811.3124.4","1kmN3124E3811",4000,1000000,17,10,7
"4.0.38110000.31250000","3811.3125.4","1kmN3125E3811",4000,1000000,230,114,116
"4.0.38110000.31260000","3811.3126.4","1kmN3126E3811",4000,1000000,35,14,21
"4.0.38110000.31270000","3811.3127.4","1kmN3127E3811",4000,1000000,10,5,5
"4.0.38110000.31280000","3811.3128.4","1kmN3128E3811",4000,1000000,20,11,9
"4.0.38110000.31290000","3811.3129.4","1kmN3129E3811",4000,1000000,89,49,40
"4.0.38110000.31300000","3811.3130.4","1kmN3130E3811",4000,1000000,10,6,4
"4.0.38110000.31310000","3811.3131.4","1kmN3131E3811",4000,1000000,17,8,9
"4.0.38110000.31320000","3811.3132.4","1kmN3132E3811",4000,1000000,10,5,5
"4.0.38110000.31330000","3811.3133.4","1kmN3133E3811",4000,1000000,8,4,4
"4.0.38110000.31340000","3811.3134.4","1kmN3134E3811",4000,1000000,12,4,8
"4.0.38110000.31350000","3811.3135.4","1kmN3135E3811",4000,1000000,7,4,3
"4.0.38110000.31360000","3811.3136.4","1kmN3136E3811",4000,1000000,5,1,4
"4.0.38110000.31370000","3811.3137.4","1kmN3137E3811",4000,1000000,97,42,55
"4.0.38110000.31380000","3811.3138.4","1kmN3138E3811",4000,1000000,181,95,86
"4.0.38110000.31390000","3811.3139.4","1kmN3139E3811",4000,1000000,351,179,172
"4.0.38110000.31400000","3811.3140.4","1kmN3140E3811","3756,84198373","893217,52893",1152,576,576
"4.0.38110000.31410000","3811.3141.4","1kmN3141E3811","834,078384415","24605,9579117",0,0,0
"4.0.38120000.30920000","3812.3092.4","1kmN3092E3812","1591,14191286","110162,048214",0,0,0
"4.0.38120000.30930000","3812.3093.4","1kmN3093E3812","3423,52256981","689537,367715",10,6,4
"4.0.38120000.30940000","3812.3094.4","1kmN3094E3812","3829,83901028","916023,5264",5,2,3
"4.0.38120000.30950000","3812.3095.4","1kmN3095E3812","4068,98212178","995083,549324",29,16,13
"4.0.38120000.30960000","3812.3096.4","1kmN3096E3812",4000,1000000,18,9,9
"4.0.38120000.30970000","3812.3097.4","1kmN3097E3812",4000,1000000,226,113,113
"4.0.38120000.30980000","3812.3098.4","1kmN3098E3812",4000,1000000,31,17,14
"4.0.38120000.30990000","3812.3099.4","1kmN3099E3812",4000,1000000,389,191,198
"4.0.38120000.31000000","3812.3100.4","1kmN3100E3812",4000,1000000,120,61,59
"4.0.38120000.31010000","3812.3101.4","1kmN3101E3812",4000,1000000,41,17,24
"4.0.38120000.31020000","3812.3102.4","1kmN3102E3812",4000,1000000,67,33,34
"4.0.38120000.31030000","3812.3103.4","1kmN3103E3812",4000,1000000,396,195,201
"4.0.38120000.31040000","3812.3104.4","1kmN3104E3812",4000,1000000,47,22,25
"4.0.38120000.31050000","3812.3105.4","1kmN3105E3812",4000,1000000,32,16,16
"4.0.38120000.31060000","3812.3106.4","1kmN3106E3812",4000,1000000,27,9,18
"4.0.38120000.31070000","3812.3107.4","1kmN3107E3812",4000,1000000,120,59,61
"4.0.38120000.31080000","3812.3108.4","1kmN3108E3812",4000,1000000,38,21,17
"4.0.38120000.31090000","3812.3109.4","1kmN3109E3812",4000,1000000,37,18,19
"4.0.38120000.31100000","3812.3110.4","1kmN3110E3812",4000,1000000,15,8,7
"4.0.38120000.31110000","3812.3111.4","1kmN3111E3812",4000,1000000,43,18,25
"4.0.38120000.31120000","3812.3112.4","1kmN3112E3812",4000,1000000,21,10,11
"4.0.38120000.31130000","3812.3113.4","1kmN3113E3812",4000,1000000,26,11,15
"4.0.38120000.31140000","3812.3114.4","1kmN3114E3812",4000,1000000,53,23,30
"4.0.38120000.31150000","3812.3115.4","1kmN3115E3812",4000,1000000,43,21,22
"4.0.38120000.31160000","3812.3116.4","1kmN3116E3812",4000,1000000,28,14,14
"4.0.38120000.31170000","3812.3117.4","1kmN3117E3812",4000,1000000,16,7,9
"4.0.38120000.31180000","3812.3118.4","1kmN3118E3812",4000,1000000,0,0,0
"4.0.38120000.31190000","3812.3119.4","1kmN3119E3812",4000,1000000,0,0,0
"4.0.38120000.31200000","3812.3120.4","1kmN3120E3812",4000,1000000,24,10,14
"4.0.38120000.31210000","3812.3121.4","1kmN3121E3812",4000,1000000,669,336,333
"4.0.38120000.31220000","3812.3122.4","1kmN3122E3812",4000,1000000,90,49,41
"4.0.38120000.31230000","3812.3123.4","1kmN3123E3812",4000,1000000,19,12,7
"4.0.38120000.31240000","3812.3124.4","1kmN3124E3812",4000,1000000,15,5,10
"4.0.38120000.31250000","3812.3125.4","1kmN3125E3812",4000,1000000,32,17,15
"4.0.38120000.31260000","3812.3126.4","1kmN3126E3812",4000,1000000,14,7,7
"4.0.38120000.31270000","3812.3127.4","1kmN3127E3812",4000,1000000,18,9,9
"4.0.38120000.31280000","3812.3128.4","1kmN3128E3812",4000,1000000,23,9,14
"4.0.38120000.31290000","3812.3129.4","1kmN3129E3812",4000,1000000,21,9,12
"4.0.38120000.31300000","3812.3130.4","1kmN3130E3812",4000,1000000,19,10,9
"4.0.38120000.31310000","3812.3131.4","1kmN3131E3812",4000,1000000,265,128,137
"4.0.38120000.31320000","3812.3132.4","1kmN3132E3812",4000,1000000,10,7,3
"4.0.38120000.31330000","3812.3133.4","1kmN3133E3812",4000,1000000,18,8,10
"4.0.38120000.31340000","3812.3134.4","1kmN3134E3812",4000,1000000,10,3,7
"4.0.38120000.31350000","3812.3135.4","1kmN3135E3812",4000,1000000,7,3,4
"4.0.38120000.31360000","3812.3136.4","1kmN3136E3812",4000,1000000,5,2,3
"4.0.38120000.31370000","3812.3137.4","1kmN3137E3812",4000,1000000,8,2,6
"4.0.38120000.31380000","3812.3138.4","1kmN3138E3812",4000,1000000,43,20,23
"4.0.38120000.31390000","3812.3139.4","1kmN3139E3812",4000,1000000,189,91,98
"4.0.38120000.31400000","3812.3140.4","1kmN3140E3812",4000,1000000,2220,1124,1096
"4.0.38120000.31410000","3812.3141.4","1kmN3141E3812","3103,91120112","468496,563663",0,0,0
"4.0.38130000.30910000","3813.3091.4","1kmN3091E3813","810,877856957","33363,2941681",0,0,0
"4.0.38130000.30920000","3813.3092.4","1kmN3092E3813","3602,36971275","734538,743491",17,7,10
"4.0.38130000.30930000","3813.3093.4","1kmN3093E3813",4000,1000000,30,12,18
"4.0.38130000.30940000","3813.3094.4","1kmN3094E3813",4000,1000000,11,6,5
"4.0.38130000.30950000","3813.3095.4","1kmN3095E3813",4000,1000000,26,9,17
"4.0.38130000.30960000","3813.3096.4","1kmN3096E3813",4000,1000000,10,5,5
"4.0.38130000.30970000","3813.3097.4","1kmN3097E3813",4000,1000000,197,93,104
"4.0.38130000.30980000","3813.3098.4","1kmN3098E3813",4000,1000000,32,17,15
"4.0.38130000.30990000","3813.3099.4","1kmN3099E3813",4000,1000000,29,13,16
"4.0.38130000.31000000","3813.3100.4","1kmN3100E3813",4000,1000000,36,18,18
"4.0.38130000.31010000","3813.3101.4","1kmN3101E3813",4000,1000000,41,18,23
"4.0.38130000.31020000","3813.3102.4","1kmN3102E3813",4000,1000000,47,24,23
"4.0.38130000.31030000","3813.3103.4","1kmN3103E3813",4000,1000000,16,9,7
"4.0.38130000.31040000","3813.3104.4","1kmN3104E3813",4000,1000000,134,68,66
"4.0.38130000.31050000","3813.3105.4","1kmN3105E3813",4000,1000000,27,12,15
"4.0.38130000.31060000","3813.3106.4","1kmN3106E3813",4000,1000000,44,19,25
"4.0.38130000.31070000","3813.3107.4","1kmN3107E3813",4000,1000000,125,59,66
"4.0.38130000.31080000","3813.3108.4","1kmN3108E3813",4000,1000000,127,63,64
"4.0.38130000.31090000","3813.3109.4","1kmN3109E3813",4000,1000000,18,9,9
"4.0.38130000.31100000","3813.3110.4","1kmN3110E3813",4000,1000000,36,17,19
"4.0.38130000.31110000","3813.3111.4","1kmN3111E3813",4000,1000000,101,46,55
"4.0.38130000.31120000","3813.3112.4","1kmN3112E3813",4000,1000000,137,72,65
"4.0.38130000.31130000","3813.3113.4","1kmN3113E3813",4000,1000000,42,19,23
"4.0.38130000.31140000","3813.3114.4","1kmN3114E3813",4000,1000000,64,30,34
"4.0.38130000.31150000","3813.3115.4","1kmN3115E3813",4000,1000000,30,17,13
"4.0.38130000.31160000","3813.3116.4","1kmN3116E3813",4000,1000000,36,15,21
"4.0.38130000.31170000","3813.3117.4","1kmN3117E3813",4000,1000000,28,12,16
"4.0.38130000.31180000","3813.3118.4","1kmN3118E3813",4000,1000000,1,1,0
"4.0.38130000.31190000","3813.3119.4","1kmN3119E3813",4000,1000000,12,5,7
"4.0.38130000.31200000","3813.3120.4","1kmN3120E3813",4000,1000000,19,9,10
"4.0.38130000.31210000","3813.3121.4","1kmN3121E3813",4000,1000000,137,74,63
"4.0.38130000.31220000","3813.3122.4","1kmN3122E3813",4000,1000000,61,25,36
"4.0.38130000.31230000","3813.3123.4","1kmN3123E3813",4000,1000000,19,9,10
"4.0.38130000.31240000","3813.3124.4","1kmN3124E3813",4000,1000000,14,6,8
"4.0.38130000.31250000","3813.3125.4","1kmN3125E3813",4000,1000000,14,7,7
"4.0.38130000.31260000","3813.3126.4","1kmN3126E3813",4000,1000000,11,4,7
"4.0.38130000.31270000","3813.3127.4","1kmN3127E3813",4000,1000000,1,1,0
"4.0.38130000.31280000","3813.3128.4","1kmN3128E3813",4000,1000000,10,6,4
"4.0.38130000.31290000","3813.3129.4","1kmN3129E3813",4000,1000000,16,8,8
"4.0.38130000.31300000","3813.3130.4","1kmN3130E3813",4000,1000000,4,3,1
"4.0.38130000.31310000","3813.3131.4","1kmN3131E3813",4000,1000000,14,7,7
"4.0.38130000.31320000","3813.3132.4","1kmN3132E3813",4000,1000000,2,1,1
"4.0.38130000.31330000","3813.3133.4","1kmN3133E3813",4000,1000000,49,26,23
"4.0.38130000.31340000","3813.3134.4","1kmN3134E3813",4000,1000000,17,9,8
"4.0.38130000.31350000","3813.3135.4","1kmN3135E3813",4000,1000000,0,0,0
"4.0.38130000.31360000","3813.3136.4","1kmN3136E3813",4000,1000000,24,12,12
"4.0.38130000.31370000","3813.3137.4","1kmN3137E3813",4000,1000000,16,10,6
"4.0.38130000.31380000","3813.3138.4","1kmN3138E3813",4000,1000000,1083,544,539
"4.0.38130000.31390000","3813.3139.4","1kmN3139E3813",4000,1000000,1583,822,761
"4.0.38130000.31400000","3813.3140.4","1kmN3140E3813",4000,1000000,235,120,115
"4.0.38130000.31410000","3813.3141.4","1kmN3141E3813","3803,01053062","915206,173533",0,0,0
"4.0.38130000.31420000","3813.3142.4","1kmN3142E3813","673,266082649","14021,0263476",0,0,0
"4.0.38140000.30910000","3814.3091.4","1kmN3091E3814","2800,59574837","418221,665262",0,0,0
"4.0.38140000.30920000","3814.3092.4","1kmN3092E3814",4000,1000000,19,11,8
"4.0.38140000.30930000","3814.3093.4","1kmN3093E3814",4000,1000000,56,26,30
"4.0.38140000.30940000","3814.3094.4","1kmN3094E3814",4000,1000000,60,25,35
"4.0.38140000.30950000","3814.3095.4","1kmN3095E3814",4000,1000000,19,8,11
"4.0.38140000.30960000","3814.3096.4","1kmN3096E3814",4000,1000000,24,9,15
"4.0.38140000.30970000","3814.3097.4","1kmN3097E3814",4000,1000000,29,14,15
"4.0.38140000.30980000","3814.3098.4","1kmN3098E3814",4000,1000000,24,11,13
"4.0.38140000.30990000","3814.3099.4","1kmN3099E3814",4000,1000000,25,12,13
"4.0.38140000.31000000","3814.3100.4","1kmN3100E3814",4000,1000000,16,7,9
"4.0.38140000.31010000","3814.3101.4","1kmN3101E3814",4000,1000000,364,180,184
"4.0.38140000.31020000","3814.3102.4","1kmN3102E3814",4000,1000000,37,16,21
"4.0.38140000.31030000","3814.3103.4","1kmN3103E3814",4000,1000000,29,15,14
"4.0.38140000.31040000","3814.3104.4","1kmN3104E3814",4000,1000000,15,7,8
"4.0.38140000.31050000","3814.3105.4","1kmN3105E3814",4000,1000000,20,12,8
"4.0.38140000.31060000","3814.3106.4","1kmN3106E3814",4000,1000000,37,15,22
"4.0.38140000.31070000","3814.3107.4","1kmN3107E3814",4000,1000000,349,169,180
"4.0.38140000.31080000","3814.3108.4","1kmN3108E3814",4000,1000000,11,4,7
"4.0.38140000.31090000","3814.3109.4","1kmN3109E3814",4000,1000000,68,35,33
"4.0.38140000.31100000","3814.3110.4","1kmN3110E3814",4000,1000000,25,14,11
"4.0.38140000.31110000","3814.3111.4","1kmN3111E3814",4000,1000000,24,9,15
"4.0.38140000.31120000","3814.3112.4","1kmN3112E3814",4000,1000000,650,328,322
"4.0.38140000.31130000","3814.3113.4","1kmN3113E3814",4000,1000000,179,87,92
"4.0.38140000.31140000","3814.3114.4","1kmN3114E3814",4000,1000000,30,16,14
"4.0.38140000.31150000","3814.3115.4","1kmN3115E3814",4000,1000000,57,27,30
"4.0.38140000.31160000","3814.3116.4","1kmN3116E3814",4000,1000000,30,12,18
"4.0.38140000.31170000","3814.3117.4","1kmN3117E3814",4000,1000000,118,61,57
"4.0.38140000.31180000","3814.3118.4","1kmN3118E3814",4000,1000000,12,4,8
"4.0.38140000.31190000","3814.3119.4","1kmN3119E3814",4000,1000000,22,11,11
"4.0.38140000.31200000","3814.3120.4","1kmN3120E3814",4000,1000000,10,3,7
"4.0.38140000.31210000","3814.3121.4","1kmN3121E3814",4000,1000000,13,7,6
"4.0.38140000.31220000","3814.3122.4","1kmN3122E3814",4000,1000000,40,21,19
"4.0.38140000.31230000","3814.3123.4","1kmN3123E3814",4000,1000000,26,13,13
